epoch,training loss,validation loss,training accuracy,validation accuracy
75,0.2855478026743593,0.7829555988311767,0.9267241379310345,0.74
76,0.30962951327192373,1.0037709879875183,0.896551724137931,0.6533333333333333
77,0.3168853346643777,0.8606420358022054,0.9116379310344828,0.7133333333333334
78,0.2277118512268724,0.8162384931246439,0.9288793103448276,0.7133333333333334
79,0.3363536488393257,0.7271662950515747,0.8987068965517241,0.7133333333333334
80,0.21863934500464077,0.7871368471781413,0.959051724137931,0.72
81,0.16863629992665916,0.8060133759180704,0.9612068965517241,0.7533333333333333
82,0.19368162185981355,0.779863224029541,0.9676724137931034,0.74
83,0.21648951594171853,0.8549279832839966,0.9310344827586207,0.7066666666666667
84,0.18459330961622042,0.6403429142634074,0.9525862068965517,0.78
85,0.2570458059680873,0.8261493070920308,0.9288793103448276,0.7333333333333333
86,0.22610913525367604,0.6602275411287943,0.9267241379310345,0.78
87,0.27294155441481494,0.7215209563573202,0.9073275862068966,0.7666666666666667
88,0.18514734403840427,0.731826106707255,0.9698275862068966,0.76
89,0.26842886877471,0.5884410794576009,0.9310344827586207,0.82
90,0.29815123821127004,0.7888847613334655,0.915948275862069,0.7133333333333334
91,0.1991378757460364,0.7482595658302307,0.9331896551724138,0.7466666666666667
92,0.24516336054637514,0.6748406879107157,0.9224137931034483,0.7733333333333333
93,0.11947869689300142,0.6744492626190186,0.9741379310344828,0.7666666666666667
94,0.19372979936928586,0.6775819102923075,0.9439655172413793,0.7866666666666666
95,0.17138862815396538,0.6376707704861959,0.9418103448275862,0.7866666666666666
96,0.21062786363322158,0.6225298500061035,0.9439655172413793,0.7733333333333333
97,0.16896686368975147,0.6587082433700562,0.9719827586206896,0.7733333333333333
98,0.1676934777662672,0.6030176440874736,0.9482758620689655,0.7933333333333333
99,0.13674387284393968,0.6676817846298218,0.9827586206896551,0.7933333333333333
100,0.19173513763937458,0.6130156564712524,0.9482758620689655,0.8133333333333334
101,0.1840750333564035,0.6647787388165792,0.9461206896551724,0.8
102,0.23549872534028415,0.6276547845204671,0.9461206896551724,0.82
103,0.1538194577241766,0.6459504087766011,0.9719827586206896,0.7733333333333333
104,0.12235589428194638,0.6829285224278768,0.9827586206896551,0.7533333333333333
105,0.1938703697303246,0.6265062538782755,0.9482758620689655,0.78
106,0.12109595485802355,0.5908882427215576,0.9870689655172413,0.7933333333333333
107,0.12070487696548989,0.6249863131841024,0.9870689655172413,0.8066666666666666
108,0.09446802324262159,0.618695141474406,0.9892241379310345,0.8
109,0.15817043596300587,0.6158456993103028,0.9547413793103449,0.8066666666666666
110,0.15533490787292348,0.6687698149681092,0.9827586206896551,0.78
111,0.1676203546852901,0.658611843585968,0.9439655172413793,0.82
112,0.18881490980756693,0.6809940926233927,0.9504310344827587,0.78
113,0.13386073091934467,0.6563419628143311,0.9913793103448276,0.7733333333333333
114,0.12982119517079715,0.6608360250790913,0.9525862068965517,0.7666666666666667
115,0.13808021617346797,0.6376298284530639,0.9827586206896551,0.7933333333333333
116,0.14294321578124475,0.6206655995051066,0.9396551724137931,0.8066666666666666
117,0.08444468522893972,0.6176313479741414,0.9827586206896551,0.7933333333333333
118,0.10723085804232235,0.6064963340759277,0.978448275862069,0.8066666666666666
119,0.11746575709046989,0.6590921998023986,0.9849137931034483,0.7733333333333333
120,0.12133664612112374,0.6745969645182291,0.9892241379310345,0.7666666666666667
121,0.13467969514172654,0.6553222902615865,0.959051724137931,0.7866666666666666
122,0.12105493709958833,0.6577007818222046,0.9849137931034483,0.76
123,0.1831039842860452,0.6530491391817729,0.9439655172413793,0.78
124,0.10525613303842216,0.6572523180643718,0.9870689655172413,0.7933333333333333
125,0.10543147346069073,0.6405532455444336,0.9806034482758621,0.82
126,0.20130271901344432,0.6760896714528402,0.9504310344827587,0.7866666666666666
127,0.11871383364858298,0.6741846243540446,0.978448275862069,0.76
128,0.12645507937875286,0.6960502664248148,0.9892241379310345,0.76
129,0.1176748748483329,0.6463365864753723,0.9870689655172413,0.7866666666666666
130,0.17019418652715354,0.6533104538917541,0.9568965517241379,0.76
131,0.08734623265677485,0.6218585300445557,0.9892241379310345,0.8
132,0.10756769724960985,0.6569523636500041,0.9913793103448276,0.7866666666666666
133,0.12104197052018396,0.6404173962275187,0.9504310344827587,0.8
134,0.07167136412242363,0.7559366981188457,0.9913793103448276,0.7533333333333333
135,0.10039621077734849,0.6758772524197897,0.9892241379310345,0.7733333333333333
136,0.08181069123333898,0.6694081417719523,0.9935344827586207,0.7933333333333333
137,0.12843214540645995,0.6285216442743937,0.9547413793103449,0.7933333333333333
138,0.1483010922012658,0.6160961532592774,0.9482758620689655,0.7866666666666666
139,0.13785031129573955,0.6679696575800578,0.9439655172413793,0.7666666666666667
140,0.09734514663959372,0.7069548241297404,0.9870689655172413,0.78
141,0.05721597527635509,0.7142789268493652,0.9956896551724138,0.7466666666666667
142,0.08376987021544884,0.6823223837216695,0.9849137931034483,0.74
143,0.10034161651956625,0.6043283065160115,0.9849137931034483,0.78
144,0.18245426745250307,0.6517048192024231,0.9418103448275862,0.7866666666666666
145,0.1693852086519373,0.6493965482711792,0.9461206896551724,0.7866666666666666
146,0.1949436227823126,0.6108434065183004,0.9568965517241379,0.8
147,0.0981914375362725,0.6578457339604695,0.9892241379310345,0.7733333333333333
148,0.08786352389845355,0.6595579361915589,0.9892241379310345,0.76
149,0.14116736116080447,0.6030209175745647,0.9547413793103449,0.7733333333333333
150,0.12350629886676526,0.6509283717473348,0.959051724137931,0.7666666666666667
151,0.13189907115081262,0.6464675958951315,0.9849137931034483,0.7666666666666667
152,0.14926506373389015,0.6198840777079264,0.9612068965517241,0.8
153,0.1461024423097742,0.6636897802352906,0.9568965517241379,0.7666666666666667
154,0.12727762450431956,0.603148816426595,0.9547413793103449,0.8066666666666666
155,0.12316236670674949,0.6366788164774577,0.9547413793103449,0.7933333333333333
156,0.10327132714205775,0.6330413786570231,0.9568965517241379,0.8133333333333334
157,0.14395899197150921,0.6220750387509664,0.9525862068965517,0.7933333333333333
158,0.10177698628655796,0.566958684126536,0.9935344827586207,0.8066666666666666
159,0.072212815284729,0.5543020582199096,0.9978448275862069,0.8266666666666667
160,0.1258229885635705,0.6015359910329183,0.9827586206896551,0.8066666666666666
161,0.14791407204907517,0.56554740746816,0.9655172413793104,0.8066666666666666
162,0.07858263521358885,0.5743920079867045,0.9913793103448276,0.8133333333333334
163,0.11979252202757473,0.6066332459449768,0.959051724137931,0.82
164,0.10250293078093693,0.6101006046930949,0.9870689655172413,0.7933333333333333
165,0.12200272751265559,0.5620130944252014,0.9935344827586207,0.8133333333333334
166,0.06995914054327998,0.5912790592511495,0.9892241379310345,0.7866666666666666
167,0.11793454813546148,0.5953689193725586,0.9612068965517241,0.8
168,0.07724490504840324,0.6384216252962748,0.9892241379310345,0.7666666666666667
169,0.08797815750385153,0.6620620425542195,0.9870689655172413,0.76
170,0.10524395467906163,0.6256404129664103,0.9892241379310345,0.82
171,0.11192560144539537,0.5854227391878764,0.9870689655172413,0.8266666666666667
172,0.17425609868148279,0.6672832910219828,0.959051724137931,0.78
173,0.057095799980492426,0.6039695525169373,0.9892241379310345,0.8066666666666666
174,0.11945635440020726,0.6027269323666891,0.9806034482758621,0.8
175,0.13996036967326855,0.6145001784960429,0.9547413793103449,0.7933333333333333
176,0.14535969701306573,0.6223554968833923,0.9525862068965517,0.8133333333333334
177,0.10396825650642658,0.6095391853650411,0.9870689655172413,0.8333333333333334
178,0.07344073673774457,0.5782395839691162,0.9913793103448276,0.8266666666666667
179,0.08096175409596541,0.6331679940223693,0.9935344827586207,0.7866666666666666
180,0.18213106743220625,0.6416826089223225,0.9547413793103449,0.8
181,0.09421409255471723,0.6733733574549358,0.9956896551724138,0.7733333333333333
182,0.08621193879637225,0.6281940245628357,0.9935344827586207,0.82
183,0.10374606066736682,0.6481508151690165,0.9849137931034483,0.78
184,0.09843123678503365,0.6444111506144206,0.9935344827586207,0.8
185,0.11883005191539896,0.6918019080162048,0.9568965517241379,0.76
186,0.1591159357079144,0.6038544448216756,0.9547413793103449,0.7933333333333333
187,0.14229929601324015,0.6654591544469197,0.9612068965517241,0.7933333333333333
188,0.15670865671388035,0.6679575769106547,0.9547413793103449,0.7933333333333333
189,0.0810992142249798,0.6416167974472046,0.9956896551724138,0.78
190,0.12330487062191141,0.7038643900553385,0.9547413793103449,0.7733333333333333
191,0.16230430993540534,0.6808785216013591,0.9612068965517241,0.7866666666666666
192,0.13505824218536244,0.6819078985850017,0.959051724137931,0.78
193,0.12914808197268124,0.6824474414189656,0.9568965517241379,0.7933333333333333
194,0.1886897051128848,0.7363378556569418,0.9568965517241379,0.7733333333333333
195,0.14636825641681409,0.6952342891693115,0.9504310344827587,0.7666666666666667
196,0.1332993533076911,0.680536150932312,0.9504310344827587,0.7866666666666666
197,0.16623521108051825,0.7936945851643881,0.9568965517241379,0.7533333333333333
198,0.07501798868179321,0.7258105047543844,0.9978448275862069,0.7666666666666667
199,0.07533654621962843,0.6708510931332906,0.9870689655172413,0.7933333333333333
200,0.056204848248383094,0.6441245643297832,0.9913793103448276,0.8
